input,output
知母六两、石膏一斤碎（棉裹）、甘草二两（炙）、粳米六合、桂枝一两、人参三两、芍药二两，水八升煮熟，热汤一升，每日服用三次。,白虎加桂枝人参芍药汤方
知母六两、石膏一斤碎（棉裹）、甘草二两（炙）、粳米六合、桂枝一两、人参三两、芍药二两，水八升煮熟，热汤一升，每日分三次温服。,白虎加桂枝人参芍药汤方
知母六两、石膏一斤碎（棉裹）、甘草二两（炙）、粳米六合、桂枝一两、人参三两、芍药二两，水八升煮熟，热汤一升，每日服用三次。,白虎加桂枝人参芍药汤方
知母六两、石膏一斤碎（棉裹）、甘草二两（炙）、粳米六合、桂枝一两、人参三两、芍药二两，水八升煮熟，热汤一升，每日服用三次。,白虎加桂枝人参芍药汤方
"方剂组成：桂枝三两 芍药三两 甘草二两(炙) 当归四两 细辛一两 附子一枚(炮) 人参二两 干姜一两半 生姜三两(切) 大枣十二枚(劈)
制备方法：右十味，以水一斗二升，煮取四升，去滓，温服一升，日三服，夜一服。",桂枝加附子当归细辛人参干姜汤方
桂枝三两芍药三两甘草二两(炙)当归四两细辛一两附子一枚(炮)人参二两干姜一两半生姜三两(切)大枣十二枚(劈)方剂，煮水一斗二升取四升，去滓，温服一升，日三服，夜一服。,桂枝加附子当归细辛人参干姜汤方
桂枝三两芍药三两甘草二两(炙)当归四两细辛一两附子一枚(炮)人参二两干姜一两半生姜三两(切)大枣十二枚(劈)方剂，煮取四升，去渣，温服一升，每日分三次服用，夜间一次。,桂枝加附子当归细辛人参干姜汤方
桂枝三两芍药三两甘草二两(炙)当归四两细辛一两附子一枚(炮)人参二两干姜一两半生姜三两(切)大枣十二枚(劈)方剂，水煮取四升，去除渣滓，温服一升，一日分三次服用，夜间服用一次。,桂枝加附子当归细辛人参干姜汤方
桂枝三两芍药三两甘草二两(炙)当归四两细辛一两附子一枚(炮)人参二两干姜一两半生姜三两(切)大枣十二枚(劈)方剂，水煮四升，去除杂质，温服一升，每日三次，夜晚一次。,桂枝加附子当归细辛人参干姜汤方
桂枝三两芍药三两甘草二两(炙)当归四两细辛一两附子一枚(炮)人参二两干姜一两半生姜三两(切)大枣十二枚(劈)方剂，水煮四升，去渣，温服一升，每日分三次服用，夜晚一次。,桂枝加附子当归细辛人参干姜汤方
桂枝三两芍药三两甘草二两(炙)当归四两细辛一两附子一枚(炮)人参二两干姜一两半生姜三两(切)大枣十二枚(劈)方剂，水煮四升，去渣，温服一升，每日分三次服用，夜晚服用一次。,桂枝加附子当归细辛人参干姜汤方
桂枝三两芍药三两甘草二两(炙)当归四两细辛一两附子一枚(炮)人参二两干姜一两半生姜三两(切)大枣十二枚(劈)方剂，水煮四升，去渣，温服一升，每日三次，夜晚一次。,桂枝加附子当归细辛人参干姜汤方
桂枝三两芍药三两甘草二两(炙)当归四两细辛一两附子一枚(炮)人参二两干姜一两半生姜三两(切)大枣十二枚(劈)方剂，水煮四升，去渣，温服一升，每日三次分服，夜晚一次。,桂枝加附子当归细辛人参干姜汤方
桂枝三两芍,桂枝加附子当归细辛人参干姜汤方
"方剂组成：茯苓四两
人参二两
附子一枚（生用，去皮，破八片）
甘草二两（炙）
干姜一两半
制备方法：右五味，以水五升，煮取三升，去滓，温服七合，日三服。",茯苓四逆汤方
茯苓四两、人参二两、附子一枚（生用，去皮，破八片）、甘草二两（炙）、干姜一两半，煮水三升，温服七合，每日三次。,茯苓四逆汤方
茯苓四两、人参二两、附子一枚（生用，去皮，破八片）、甘草二两（炙）、干姜一两半，水五升煮三升，去渣后温服，每日三次。,茯苓四逆汤方
茯苓四两、人参二两、附子一枚（生用，去皮，破八片）、甘草二两（炙）、干姜一两半，水五升煮至三升，去渣后分三次温服。,茯苓四逆汤方
茯苓四两、人参二两、附子一枚（生用，去皮，破八片）、甘草二两（炙）、干姜一两半，水五升煮至三升，去渣，温服七合，每日服三次。,茯苓四逆汤方
用茯苓四两、人参二两、附子一枚（生用，去皮，破八片）、甘草二两（炙）、干姜一两半，水五升煮取三升，去渣后温服，每日分三次。,茯苓四逆汤方
茯苓四两、人参二两、附子一枚（生用，去皮，破八片）、甘草二两（炙）、干姜一两半，水五升煮至三升，去渣后分三次温服。,茯苓四逆汤方
茯苓四两、人参二两、附子一枚（生用，去皮，破八片）、甘草二两（炙）、干姜一两半，水五升煮至三升，去渣，温服七合，每日服三次。,茯苓四逆汤方
用茯苓四两、人参二两、附子一枚（生用，去皮，破八片）、甘草二两（炙）、干姜一两半，水五升煮取三升，去渣后温服，每日分三次。,茯苓四逆汤方
茯苓四两、人参二两、附子一枚（生用，去皮，破八片）、甘草二两（炙）、干姜一两半，水五升煮至三升，去渣后分三次温服。,茯苓四逆汤方
茯苓四两、人参二两、附子一枚（生用，去皮，破八片）、甘草二两（炙）、干姜一两半，水五升煮至三升，去渣，温服七合，每日服三次。,茯苓四逆汤方
"方剂组成：人参一两 地黄六两 麻仁一升 白蜜八合
制备方法：右四味，以水一斗，先煎三味，取五升，去滓，纳蜜，再煎一二沸，每服一升，日三夜二。",白蜜煎方
人参一两、地黄六两、麻仁一升、白蜜八合，水一斗，先煎三味，取五升，去滓，纳蜜，再煎一二沸，每服一升，日三夜二。,白蜜煎方
一两人参、六两地黄、一升麻仁、八合白蜜，水一斗，先煎三味，取五升，去滓，纳蜜，再煎一二沸，每服一升，日三夜二。,白蜜煎方
人参一两、地黄六两、麻仁一升、白蜜八合，水一斗，先煎三味，取五升，去滓，纳蜜，再煎一二沸，每服一升，日三夜二。,白蜜煎方
一两人参、六两地黄、一升麻仁、八合白蜜，水一斗，先煎三味，取五升，去滓，纳蜜，再煎一二沸，每服一升，日三夜二。,白蜜煎方
"方剂组成：黄芪五两 芍药三两 桂枝三两
制备方法：右三味，以苦酒一升，水七升，相合，煮取三升，去滓，温服一升，当心烦，服至六七日乃解；若心烦不止者，以苦酒阻故也，以美酒醢易之。",黄芪芍药桂枝汤方
黄芪五两芍药三两桂枝三两，用苦酒一升，水七升煮取三升，去滓，温服一升，当心烦，服至六七日乃解；若心烦不止者，以苦酒阻故也，以美酒醢易之。,黄芪芍药桂枝汤方
黄芪五两芍药三两桂枝三两，配以苦酒一升，水七升，煮取三升，去渣，温服一升，治心烦，连服六七日解；若症状持续，可能是苦酒引起，可改为美酒。,黄芪芍药桂枝汤方
黄芪五两芍药三两桂枝三两，用苦酒一升，水七升煮取三升，去渣，温服一升，治疗心烦，连服六七日方可缓解；若症状不消失，可能是苦酒所致，可换美酒。,黄芪芍药桂枝汤方
黄芪五两芍药三两桂枝三两，用苦酒一升，水七升煮取三升，去渣，温服一升，治疗心烦，连服六七日可见效；若症状持续，或许是苦酒引起，可改为美酒。,黄芪芍药桂枝汤方
黄芪五两芍药三两桂枝三两，配以苦酒一升，水七升，煮取三升，去渣，温服一升，治疗心烦，连服六七日可缓解；若症状不退，可能是苦酒所致，可更换美酒。,黄芪芍药桂枝汤方
黄芪五两芍药三两桂枝三两，用苦酒一升，水七升煮取三升，去渣，温服一升，治心烦，连服六七日可见效；若症状持续，或许是苦酒所致，可改为美酒。,黄芪芍药桂枝汤方
黄芪五两芍药三两桂枝三两，用苦酒一升，水七升煮取三升，去渣，温服一升，治疗心烦，连服六七日方可缓解；若症状不消失，可能是苦酒引起，可换美酒。,黄芪芍药桂枝汤方
黄芪五两芍药三两桂枝三两，用苦酒一升，水七升煮取三升，去渣，温服一升，治疗心烦，连服六七日可见效；若症状持续，或许是苦酒所致，可更换美酒。,黄芪芍药桂枝汤方
黄芪五两芍药三两桂枝三两，用苦酒一升，水七升煮取三升，去渣，温服一升，治心烦，连服六七日可见效；若症状持续，或许是苦酒所致，可改为美酒。,黄芪芍药桂枝汤方
黄芪五两芍药三两桂枝三两，用苦酒一升，水七,黄芪芍药桂枝汤方
"方剂组成：茵陈蒿六两 栀子十四枚(劈) 大黄二两(去皮)
制备方法：右三味，以水一斗二升，先煮茵陈，减六升，纳二味，煮取三升，去滓，分温三服，小便当利，尿如皂荚汁状，色正赤，一宿病减，黄从小便去也。",茵陈蒿汤方
茵陈蒿六两、栀子十四枚(劈)、大黄二两(去皮)，煮水一斗二升，先煮茵陈，减六升，再加入栀子和大黄，煮取三升，去滓，分温三服，可使小便通利，尿如皂荚汁状，色正赤，一宿病减，黄从小便去也。,茵陈蒿汤方
茵陈蒿六两、栀子十四枚(劈)、大黄二两(去皮)，用水一斗二升煎煮，先煮茵陈，减去六升，再加入栀子和大黄，煮取三升，去除渣滓，分温服三次，可促使小便通畅，尿液呈皂荚汁状，颜色正常赤红，连服一晚病情减轻，黄疸随小便排出。,茵陈蒿汤方
茵陈蒿六两、栀子十四枚(劈)、大黄二两(去皮)，配水一斗二升，先煮茵陈，减去六升，再加入栀子和大黄，煮取三升，去除渣滓，分温三次服用，可通利小便，尿液呈皂荚汁状，颜色正常赤红，一晚病情减轻，黄疸随小便排出。,茵陈蒿汤方
茵陈蒿六两、栀子十四枚(劈)、大黄二两(去皮)，水一斗二升煎煮，先煮茵陈，减六升，再加栀子和大黄，煮三升，去渣，温分三服，可使小便通利，尿如皂荚汁状，色正赤，一夜病减，黄疸从小便排出。,茵陈蒿汤方
茵陈蒿六两、栀子十四枚(劈)、大黄二两(去皮)，水一斗二升煎煮，先煮茵陈，减六升，再加栀子和大黄，煮三升，去渣，分温三服，可通利小便，尿液如皂荚汁状，颜色正赤，一晚病情减轻，黄疸随小便排出。,茵陈蒿汤方
茵陈蒿六两、栀子十四枚(劈)、大黄二两(去皮)，水一斗二升煎煮，先煮茵陈，减去六升，再加入栀子和大黄，煮取三升，去渣，分温三服，可使小便通畅，尿液呈皂荚汁状，颜色正常赤红，病情一夜减轻，黄疸随小便排出。,茵陈蒿汤方
茵陈蒿六两、栀子十四枚(劈)、大黄二两(去皮)，水一斗二升煎煮，先煮茵陈，减六升，再加入栀子和大黄，煮取三升，去渣，分温三服，可促使小便通畅，尿,茵陈蒿汤方
"方剂组成：
制备方法：右剪取妇人中裩，近隐处，烧灰，以水和服方寸匙，日三服，小便即利，阴头微肿则愈，妇人病取男子裩裆烧，和服如法。",烧裩散方
右剪取妇人中裩烧灰，以水和服方寸匙，日三服，小便即利，阴头微肿则愈，妇人病取男子裩裆烧，和服如法。,烧裩散方
右剪取妇人中裩，近隐处，烧灰，水煎服方寸匙，每日三次，可促使小便通畅，阴头微肿即愈，妇人病取男子裩裆烧，服用方式相同。,烧裩散方
右剪取妇人中裩，烧成灰末，用水调服方寸匙，每日三次，可使排尿顺畅，阴部肿胀得以缓解，治疗妇人病同样取男子裩裆烧，服法亦如其前。,烧裩散方
右剪取妇人中裩，近隐处，烧成灰末，水煎服方寸匙，每日服三次，可使小便通畅，阴头微肿得以缓解，治疗妇人病时取男子裩裆烧，服法不变。,烧裩散方
右剪取妇人中裩，近隐处，烧灰，用水调服方寸匙，每日服三次，可助排尿，缓解阴头微肿，治疗妇人病时取男子裩裆烧，服法亦如此。,烧裩散方
右剪取妇人中裩，近隐处，烧成灰末，水煎服方寸匙，每日三次，可促使小便通畅，阴部微肿得以缓解，妇人病取男子裩裆烧，服法相同。,烧裩散方
